instrument_id,delta,gamma,vega,rho,cs01,dv01,theta,convexity,cross_gamma
INS-000001,0.9791647263242464,0.017787621531008952,0.13011360404290348,0.011491722634328922,0.09120317691075042,0.06467486902381295,-0.04260717240799871,0.03870810094260426,0.006444511449109878
INS-000002,6.744694242912138,0.14428004639211756,0.5546478107861348,0.5214385638247305,0.6838596416504424,0.615104036502931,-0.08799942003129085,0.11365961148639148,0.038756583257423066
INS-000003,2.412148170634402,0.07500914627233123,0.5979915027827529,0.14042215261457713,0.6439869303923285,0.2869810728690465,-0.11569930114242194,0.13176169199807056,0.014654892560507757
INS-000004,3.3296444486423304,0.13209026120115358,0.6809220184130322,0.7767994385198366,0.5758695920715993,0.5891204967636945,-0.031507592630187625,0.0809342374368824,0.04156982620876538
INS-000005,0.8243075662769153,0.2743707220349752,1.094296460301304,0.5094144446934281,0.45361108331323824,0.49876541412276104,-0.39229870379550874,0.1430038674237062,0.047571380196577966
INS-000006,11.173848218993408,0.13643365147023412,0.5102952778280818,0.3971824779884809,0.44177436390432645,0.5170821252901903,-0.00905077418098189,0.29776208758864514,0.06746137255042349
INS-000007,3.7506070908058553,0.04401129202821102,-0.04168854148271985,0.44884862923017327,0.28042131567331957,0.1422717355558891,-0.10282448459237102,0.009241866670358952,0.01784687747267365
INS-000008,7.411245641533087,0.19573441611222764,1.3826387445778396,0.17815047309197507,-0.013986123863742192,0.509222808992032,-0.25055383755375127,-0.013940275680243345,0.04163263687725448
INS-000009,3.9619766068772253,0.3047459366553527,-0.03770113629314232,0.2335043255720388,0.27722195503716573,0.5251479369428863,-0.16741345646633152,0.1625293762933913,0.03354605883697187
INS-000010,10.287517995059337,0.09829386522992277,1.3196678345550987,0.980496735179509,0.6668054098283558,0.4179106916870074,-0.20803811226248106,0.08843455163077359,0.054787740984107366
INS-000011,7.007389561212422,0.11337885622868965,0.25278296657046023,0.10441049333308805,0.5238110616484709,0.23248279334697086,-0.020516832966071326,0.09584195756272769,0.036019834353926014
INS-000012,8.299046060879034,0.1712003516964905,1.0575255815495477,-0.4930834322891111,0.4164764709840273,0.3682903608743606,-0.04733473351252205,0.12276744312415104,0.08048902287258772
INS-000013,4.384185716981129,0.17682648777253565,,0.6769594807679331,0.36205748619685674,0.41503517566165665,-0.14630587486908697,0.10956102852413137,0.05557502323624484
INS-000014,8.058318490089288,0.22384241079879422,-0.11596300492838478,0.9418450881069296,0.8297327623599403,0.8289371315210168,-0.13843286304321412,0.19863467781507316,0.03716101512544365
INS-000015,2.8751521401349462,0.12981783559379614,0.4720782037745517,-0.012218380660672061,0.3751982732749766,0.5581198143618123,-0.18013447642251462,0.01990640296058255,0.010317622049046132
INS-000016,7.572651575946244,0.10881123919770753,0.9721884018985454,0.925028633967218,1.0256197950308716,0.39980751312245477,-0.15775030216991598,0.08792278858069383,0.025898487882059743
INS-000017,4.2953928423193615,0.13623180867856133,-0.19230876632833724,0.4512831979245963,0.444118230800438,0.3664566013569208,0.07096620485661685,0.1378497553411236,0.05147903381837887
INS-000018,6.713645552438686,0.0218874632720355,0.46374485500645507,0.311733353401758,0.6227323072106843,0.5979927059729531,-0.1402468811066522,0.14943099919108918,0.029391146238749062
INS-000019,6.122140365054755,-0.007618053040268438,0.19212081502296696,0.15206853998936753,0.7256172852078544,0.46238822833296545,-0.18937383985759149,0.11196736482238295,0.03652915079525736
INS-000020,4.565173494294666,0.10940727623666562,-0.6309089624308095,0.5575148579492555,0.5769053584922711,0.19825560495966602,-0.24388021075010688,0.09039938718399237,0.014927182416319192
INS-000021,1.130758526542235,0.018871974629292566,0.033393950476586796,0.040200960224830884,0.04052847621716131,0.051241041015738294,-0.05459053081705369,-0.0011299871724489933,0.003164391542401346
INS-000022,0.13649954177669518,0.0031198332977705402,0.01956088635159936,-0.002183314995507803,0.016878609176011423,0.013432751168503773,-0.009943033335302668,0.0031693916129433945,0.0017470250973988359
INS-000023,2.6833955585884097,0.3481288181882478,1.2699727850593356,-0.15796950391672848,1.1872953501139563,0.7615098577180307,-0.1954383994257895,-0.05334637325419629,0.05879610317054544
INS-000024,9.816053716459333,0.18688939952126116,0.3172032967629639,0.9696447057036109,0.31900234760556745,0.8923863098458783,-0.404369806046429,0.10992296598343611,0.06092728608074975
INS-000025,0.8888365178583386,0.18206780966557098,0.5093606355044347,-0.08356365921756856,0.835344631562312,0.6137942900230896,-0.3132906654242858,0.1419602435074127,0.06506534517027071
INS-000026,6.654882589905062,0.19031684786640576,1.21030336785033,0.36334090724392337,0.6890933416480042,0.479312993398583,-0.12399526408714462,0.14918862092904678,0.03477679934697867
INS-000027,4.881365849893757,0.09451630559670753,0.9576917538974086,0.4551064396714519,0.3140227168047352,0.25760477471607623,-0.2799128357974224,0.1032836725790951,0.03325890274286008
INS-000028,5.319142528150066,0.06355293334047012,-0.1648990595624623,0.3964528122194715,0.42127210707139084,0.23295021707306368,-0.23103345747131454,0.15237837750871594,0.03972004648710151
INS-000029,6.047288818575344,0.06279623864859858,1.075391806126471,0.1494501327649493,0.6003830240916755,0.6062194801106198,-0.16628965035497717,0.07003349146537988,0.04751762126720193
INS-000030,0.40998575246755287,0.25623181409816664,0.553705387505833,0.2163447712349188,0.7658044613866776,0.3086454891678772,-0.05788748536270479,0.02847353230425585,0.01683633975174734
INS-000031,11.555848787677695,0.36106867717897073,1.9013444938877078,0.793141186739034,0.800133717083087,0.9687413480813883,-0.0761736196270232,0.21961321970423517,0.0947517295969571
INS-000032,12.29583480064875,0.22066316161354288,0.7734431576796916,-0.07327844646397867,0.2356807603659415,0.8887997482685015,-0.2626345406847028,0.12120147662490838,0.10443983591575967
INS-000033,3.3895913652389313,0.23689608580851484,1.1548491908541525,0.6717609837425518,0.857908010049373,0.6232920356661246,-0.15374194992678938,0.18004996322095015,0.05492793174767519
INS-000034,10.982159541034973,0.16901981836078775,0.5032668272120007,0.6675672511399068,0.6313299964163664,0.4639447355467027,-0.17874230890549186,0.19720298353790924,0.017708196207881607
INS-000035,1.5839515070498271,0.16347682831627836,0.39243089524322583,0.35465716565937333,0.5767929224098064,0.27781214942231297,-0.08127341068083563,0.0907873879784286,0.029465369552730773
INS-000036,2.4124329980629757,0.2527818118345212,1.1368600527402157,0.6025279101511752,1.4570597223376998,0.2772674109497661,-0.2686556073646591,0.11304291754591039,0.04234862715294932
INS-000037,1.2776654383329884,0.18187463660588069,0.7709104329016762,-0.0686596792158349,0.4838175772576358,0.5089528217371964,0.3434369551407218,0.07795843237452364,0.06245412568232071
INS-000038,5.483273705828844,0.2661559308995771,0.45357594073896434,0.2715464576697756,0.5372019700891222,0.21862776659498492,-0.19887630281832716,0.03660128785400814,0.003185698627176338
INS-000039,7.991513238504204,0.055584727939638465,0.07862264256184409,0.5651266734722983,1.292291536952002,0.7087771928178712,-0.3321876379227484,0.18391774306468914,0.059209430943331504
INS-000040,5.760135392559429,0.19813234295537838,0.9609274966372162,0.3755604732121298,0.3566802690084351,0.5921944727182018,-0.09968338948451995,0.012076773055255239,0.030153560916204546
INS-000041,5.364824323873802,0.034673201606693384,1.4948145174388692,0.8812958748960298,0.3095167832667347,0.4427421098306916,-0.35576905134835973,0.10111283972073624,0.03594044957711283
INS-000042,2.007519047786916,0.1207232527785379,0.053874640786011695,0.11615208103492569,0.41651491371189386,0.21201959488658348,-0.06816227622507118,0.02046364922442868,0.028582216573691553
INS-000043,11.188070164350524,0.017562252927520304,0.09019747164897289,0.7590733866408412,0.8402513462262904,0.5769139146228508,-0.43822226885380966,0.17173737900096098,0.022986401159575186
INS-000044,3.517019374633175,0.11971828992635464,1.6734040158065548,0.19345501096289253,0.9382508242407627,0.40990688942997006,-0.4785168011853692,0.09476226319695187,0.034960508309638455
INS-000045,3.9150527926417875,0.1951769364547054,0.09174012347236411,-0.6902795849098672,1.0763622459703615,0.8298879235102209,-0.437118139739279,0.21984546998819868,0.05339505712989317
INS-000046,9.029557903840928,0.16299206412102832,0.8048154309382112,0.8625451589344921,0.727505183659322,0.3588477869474977,-0.08928770139067739,0.1289000400697087,0.042361666473413606
INS-000047,6.17256375207181,0.15122500080860432,0.04117176195146677,0.23673302570095853,0.43468673452255496,0.5464789595645567,-0.20267770985747263,0.07113914941439596,0.03601221376167483
INS-000048,4.312567284102078,0.07408476320605704,0.9040714769812556,0.08442721971040375,0.4727521049934447,0.24262639117720597,-0.08259185216379222,0.06034494542028243,0.028064135863727722
INS-000049,9.578396780161325,-0.006538302998986787,,0.49950841187311407,0.8697691237920926,0.4781456774338753,-0.37632246936664165,0.09071561947000531,0.06379163421617033
INS-000050,3.185555090280046,0.18663752510823142,0.03608512478438834,0.136760361035714,0.40089416800295175,0.30959916205254856,-0.13291464429909897,0.13237607669130602,0.0151952858188555
INS-000051,3.8551877135604977,0.10719602634493043,1.220442946887958,0.6174031754153195,0.7252625249900152,0.3343740698328893,-0.3272782391140445,0.097110620355065,0.04442620594779749
INS-000052,7.6842082474077245,0.1586748759030848,1.6002506434327541,0.27454031232728454,0.7732686058057299,0.5406186329018533,-0.4398146465710814,0.13860322946128928,0.054887859798142764
INS-000053,4.556964458038198,0.0750330945887925,0.8878168332736478,0.25895362799978017,0.8145784773888425,0.5672321399179235,-0.25699210305647935,0.1939497088877675,0.035797682585344416
INS-000054,2.968237045273584,0.09264691095944691,0.5848619197600664,0.30281258369508374,0.2484412603646992,0.27290366948493633,-0.1332168504260141,0.04618863861220895,0.017625937851661826
INS-000055,5.321623758434987,0.04917022298002157,0.6806444377634183,0.5200241705355184,0.9571485304453042,0.4905172275285966,-0.031293657624093384,0.06938312457596398,0.033693165301139
INS-000056,3.624492009374282,0.16887971119047152,0.6044514631739518,0.6978562889391844,0.5384999095810948,0.6591607585994571,-0.2230821723419949,0.09994628769267834,0.0707779277272258
INS-000057,7.46018011331326,0.06645936231194928,0.2863474569707099,0.6269466473864114,0.0564664718401245,0.28518499455284224,-0.16611066252436676,0.10235177048326707,0.023774482852639896
INS-000058,2.4195018745379167,0.16848282942838533,0.5306462423180648,0.6969846687475295,0.6412873498103363,0.29810426574969645,-0.32242765117795263,0.04735263418554122,0.04913697077304729
INS-000059,6.969446482465805,0.14481205340644404,1.964046553353158,0.5087135100397308,0.5277618605005516,0.32898995823207494,-0.19871851566890986,0.11686298417466276,0.03995119624419141
INS-000060,5.916531175771236,0.18254356342472042,0.6789915107519946,0.22420781557237512,0.6066437154012623,0.12564482314590644,0.06752790878477338,0.035881383518238524,0.02988933816448755
INS-000061,6.121718757566856,0.08982760312882966,1.23249544244025,0.16616606048292484,0.514681222227363,0.40825385403339354,-0.07285963570706193,0.031059916337937386,0.01457260802818081
INS-000062,3.0238988231993433,0.06422540721714312,-0.6927067332151493,1.0180058822547668,0.5133826764984177,0.4223124494862309,-0.08394812980539856,0.0281790091341108,0.032209765854116244
INS-000063,6.089774889729876,0.36040927434648024,0.7091956479037891,0.16979468702240913,0.3505730568677153,1.2166686234942663,-0.3476264626197038,0.1198136086176147,0.04661473356684847
INS-000064,3.7266032741954995,0.09093870115516085,-0.48729416298651634,0.2316066449261664,0.5879091640677991,0.29131768278587755,-0.1406568079009118,0.1385535423091336,0.03898223099592562
INS-000065,5.6665013063854985,0.15423208051756476,0.13194949013100812,0.0706514203370687,0.2733344229568701,0.44929490620342316,-0.15880270606518657,0.13052900521429753,0.03537034430037093
INS-000066,4.466535710318596,0.07865927477085222,0.7859391010974044,-0.09863070574420547,0.28703770596570666,0.0631830444965014,-0.19834962672060127,-0.012234483613938264,0.027849106135221256
INS-000067,8.955652436947398,0.0945793047891687,1.2184976112541719,1.1493162236653174,0.8498758613667114,0.4374005377111986,-0.30786308483512065,0.12214288285595763,0.06107583357131274
INS-000068,5.8785335456807415,0.21156106636270608,0.7693917862903772,0.4530319589039146,1.1367273724049578,0.24409371711503808,-0.2783159491902348,0.146654111493365,0.02896469650719277
INS-000069,6.23398157051639,0.0722793523701576,0.5907976632797727,-0.18960010283938722,0.577036492490026,0.37744807856103624,-0.2195346734279579,0.02854403067124193,0.02948737520509252
INS-000070,11.855918240521712,0.20619773737312752,0.4641806192225128,0.014733156645633582,0.2759328972874851,0.519053846578849,-0.18095722577305723,0.21331734629324559,0.03815695142370057
INS-000071,1.4621177884451089,0.09634967927455813,0.09390644613227601,0.16892376626784406,0.4396373594696829,0.2958786930644123,-0.17746344377326326,0.032854127624684364,0.011997860470721383
INS-000072,3.9231208347951303,0.1146218915813751,0.9717515493015771,0.37360075703028744,0.5516498640859259,0.368574160934066,-0.2228959141768012,0.09597296829930156,0.02566713745474889
INS-000073,4.103258944859846,0.04888267154435128,0.42394907860366304,0.3020314397506599,0.4755100096731393,0.31905567461973355,-0.08424694372702199,0.06847788119753496,0.023452463401965114
INS-000074,4.011481072199156,-0.009256530771283035,-0.08769073114754034,0.4392513904129807,0.36904704079231876,0.343662988322301,-0.0953131945832953,0.06009235535773194,0.015134887376224052
INS-000075,14.184476097071867,0.24684782191908902,0.3667089725018637,0.5872332955586143,1.0358664313634542,0.8007389357745243,-0.23183961940138995,0.22672298695875717,0.037139186817141616
INS-000076,3.870925181669604,0.09897838016911137,0.17082069146868215,-0.1110462352340917,0.42926627631394937,0.4228977763470347,-0.15484351958020698,0.15185146072786632,0.022479738316309932
INS-000077,3.857030846049599,0.08181991663348276,,0.4985414433658601,0.46389908147559045,0.6245783820503347,-0.34330809870847895,0.14725052639924358,0.0018473678126699788
INS-000078,5.975479636477715,0.08869552591524932,0.7506268331632642,-0.18387330800178142,0.16898235172008436,0.40631204404254256,-0.26444197983080997,0.1060194322581354,0.035536003455974186
INS-000079,-1.6026411230999529,0.35931237569304475,1.094602511779353,0.8439720930966564,0.5788983510386594,0.4154049737602149,-0.2356380768658245,-0.02733542370793084,0.04609610951914286
INS-000080,3.1261157517691767,0.1290330513124486,0.42820720403351115,0.4143379905268527,0.19828897108087767,0.4631614560451972,-0.24180007052038904,0.059471390709900866,0.023158908388109335
INS-000081,12.370629179162332,0.18832035513025758,0.32605255020841856,0.6032580430777641,0.6265643188834447,0.7927559024289537,-0.17633895172078135,0.116316051711305,0.027872650301891726
INS-000082,6.175805673108363,0.17327956709803635,0.3139935474550563,0.3012280999844883,0.7057435946448412,0.41723707375013214,-0.3913412528831085,0.19357974831565042,0.01925356333272031
INS-000083,12.323446598740837,0.23954343301197317,1.1354854923682727,0.3345601705231792,1.0776013625082907,0.8021058683573136,-0.7157245284213785,0.1368843971223488,0.0710274567086459
INS-000084,4.237957652792633,0.15058465424773082,,0.2695576708334906,0.6408958300401526,0.17729704591512285,-0.10226510278369473,0.21718981190343056,0.028608784635799942
INS-000085,4.765355598038307,0.12097604103046174,0.5536537264391083,0.2812704075723777,0.616794784594941,0.4525307125845169,-0.04392165288230084,0.14513040626630264,0.042930439358109605
INS-000086,6.911589443977195,0.06146530084583978,0.9646001804190637,0.14841416533156618,0.40103987083051296,0.6911261129973958,-0.5435655561273556,0.07594626681759903,0.08392244520943737
INS-000087,18.63124866110059,0.3006326771100549,0.6679443305484795,0.5213966999130271,0.9399213030555651,0.9313015416113648,-0.4183758490659003,0.14138917010508464,0.058253895491502505
INS-000088,1.529569979561147,0.06846695376156471,0.4549717558980217,-0.05370484586580175,0.25732396969589133,0.2696859069893423,-0.14439100224651885,0.09576006081414797,0.003591529024189388
INS-000089,-0.8986994135110852,0.103399157965798,0.8290323503712094,0.3583856615408876,0.46686138238816727,0.12721242999261664,-0.2131361977935798,0.18666622747657244,0.02461691168520735
INS-000090,6.509371256263267,0.0849427347604397,-0.02620144691828838,0.4420412758562525,0.6560507409552668,0.2068264112518091,-0.17257627801509312,0.13430639099738081,0.04163972998323727
INS-000091,8.668933367975741,0.20410125105319338,0.8926738589615019,0.5179237561240391,0.32491310085149944,0.6535568794060843,-0.14339161817468637,0.11140863488506239,0.051826274354007745
INS-000092,3.7272528381834924,0.20218878049987773,1.0004805419726357,0.25312849052524966,0.6540158968068613,0.5693388056032506,-0.25768347434986705,0.17649009594534557,0.035285442608842386
INS-000093,0.6857884483988679,0.1246994639798051,-0.1574950398764921,0.2351586723826459,0.562140343067175,0.27195698164792853,-0.04090628790531558,0.11289145794697517,0.04228129599853136
INS-000094,4.673834371136272,0.25091656884131947,-0.20818010583761318,0.0934546404613003,1.083082880590652,0.7080333483370945,-0.23760811846609656,0.15844049368721877,0.07627173685945322
INS-000095,3.7532031978786065,0.06363842854032038,0.5881702049563945,0.10354297944400598,0.2826392168412134,0.12494699423920716,-0.2116112628730986,0.07658682310097513,0.02277354734491426
INS-000096,4.222145436135383,0.10229276066218172,0.8374193519026962,0.05132338485884404,0.3509897082194398,0.2009280576580714,-0.17816062189851473,0.18533532433733343,0.05148612159695356
INS-000097,8.24168040862774,0.26958401853753833,1.5361875284674853,0.5161060270566982,0.6454387121925647,0.2863790799806022,-0.19170829444326346,0.15279924147432142,0.07484765418198941
INS-000098,-0.18658457337703796,0.23956887311703345,0.9346538378297214,0.3771180117099321,0.7235079603737247,0.5214370060162848,-0.2734788652447706,-0.009626498548195556,0.029942462913708577
